kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula parva,347,620
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia luscinia,268,871
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica,1619,82
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,1283,122
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe oenanthe,2782,12
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros,988,164
Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus,1194,138
Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,Panurus biarmicus,474,415
Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus,2030,43
Animalia,Chordata,Aves,Passeriformes,Paridae,Lophophanes,Lophophanes cristatus,932,177
Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,1519,90
Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,1320,115
Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile montanus,1144,143
Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile palustris,802,216
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,1137,145
Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,1625,80
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus collybita,1712,70
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus inornatus,1010,161
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sibilatrix,678,269
Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus,1544,87
Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis,1437,99
Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus ignicapilla,281,828
Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus regulus,1134,146
Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta europaea,1821,61
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Pastor,Pastor roseus,586,318
Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,2463,24
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca communis,921,179
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia atricapilla,1530,89
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia borin,433,450
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia curruca,637,288
Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia nisoria,301,763
Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes troglodytes,1428,101
Animalia,Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,2520,20
Animalia,Chordata,Aves,Passeriformes,Turdidae,Saxicola,Saxicola rubetra,1671,74
Animalia,Chordata,Aves,Passeriformes,Turdidae,Saxicola,Saxicola rubicola,1768,66
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus atrogularis,282,826
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus iliacus,1388,103
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,2020,44
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus philomelos,1069,155
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus pilaris,1820,62
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus torquatus,1475,95
Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus viscivorus,1367,105
