,kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
215,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica pica,804,215
27,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza citrinella,2360,27
975,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza leucocephalos,247,975
517,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza pusilla,393,517
42,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,Emberiza schoeniclus,2043,42
225,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,Acanthis cabaret,778,225
56,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,Acanthis flammea,1860,56
224,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,Acanthis hornemanni,784,224
176,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis cannabina,935,176
16,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis carduelis,2573,16
217,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis flavirostris,801,217
116,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,Carduelis spinus,1304,116
175,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,Carpodacus erythrinus,935,175
69,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,Chloris chloris,1727,69
23,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,Coccothraustes coccothraustes,2480,23
54,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla coelebs,1876,54
55,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,Fringilla montifringilla,1864,55
731,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Linaria cannabina,309,731
824,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,Linaria flavirostris,282,824
108,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia curvirostra,1355,108
174,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia leucoptera,936,174
211,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,Loxia pytyopsittacus,817,211
88,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,Pinicola enucleator,1533,88
64,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,Pyrrhula pyrrhula,1811,64
532,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,Spinus spinus,387,532
516,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,Delichon urbicum,394,516
126,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,Hirundo rustica,1250,126
273,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,Riparia riparia,662,273
79,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius collurio,1635,79
13,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,Lanius excubitor,2742,13
619,Animalia,Chordata,Aves,Passeriformes,Locustellidae,Locustella,Locustella naevia,347,619
983,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus cervinus,245,983
1049,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus hodgsoni,230,1049
77,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus petrosus,1639,77
41,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus pratensis,2050,41
740,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus richardi,307,740
256,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Anthus,Anthus trivialis,711,256
25,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla alba,2456,25
63,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla cinerea,1820,63
674,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla citreola,330,674
117,Animalia,Chordata,Aves,Passeriformes,Motacillidae,Motacilla,Motacilla flava,1300,117
106,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula hypoleuca,1366,106
620,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Ficedula,Ficedula parva,347,620
871,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia luscinia,268,871
82,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Luscinia,Luscinia svecica,1619,82
122,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Muscicapa,Muscicapa striata,1283,122
12,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Oenanthe,Oenanthe oenanthe,2782,12
164,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus ochruros,988,164
138,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,Phoenicurus,Phoenicurus phoenicurus,1194,138
415,Animalia,Chordata,Aves,Passeriformes,Panuridae,Panurus,Panurus biarmicus,474,415
43,Animalia,Chordata,Aves,Passeriformes,Paridae,Cyanistes,Cyanistes caeruleus,2030,43
177,Animalia,Chordata,Aves,Passeriformes,Paridae,Lophophanes,Lophophanes cristatus,932,177
90,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,Parus major,1519,90
115,Animalia,Chordata,Aves,Passeriformes,Paridae,Periparus,Periparus ater,1320,115
143,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile montanus,1144,143
216,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,Poecile palustris,802,216
145,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer domesticus,1137,145
80,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,Passer montanus,1625,80
70,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus collybita,1712,70
161,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus inornatus,1010,161
269,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus sibilatrix,678,269
87,Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus,1544,87
99,Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis,1437,99
828,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus ignicapilla,281,828
146,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,Regulus regulus,1134,146
61,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,Sitta europaea,1821,61
318,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Pastor,Pastor roseus,586,318
24,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus,Sturnus vulgaris,2463,24
179,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Curruca,Curruca communis,921,179
89,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia atricapilla,1530,89
450,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia borin,433,450
288,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia curruca,637,288
763,Animalia,Chordata,Aves,Passeriformes,Sylviidae,Sylvia,Sylvia nisoria,301,763
101,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,Troglodytes troglodytes,1428,101
20,Animalia,Chordata,Aves,Passeriformes,Turdidae,Erithacus,Erithacus rubecula,2520,20
74,Animalia,Chordata,Aves,Passeriformes,Turdidae,Saxicola,Saxicola rubetra,1671,74
66,Animalia,Chordata,Aves,Passeriformes,Turdidae,Saxicola,Saxicola rubicola,1768,66
826,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus atrogularis,282,826
103,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus iliacus,1388,103
44,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus merula,2020,44
155,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus philomelos,1069,155
62,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus pilaris,1820,62
95,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus torquatus,1475,95
105,Animalia,Chordata,Aves,Passeriformes,Turdidae,Turdus,Turdus viscivorus,1367,105
