kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cylindrobasidium,Cylindrobasidium evolvens,317,706
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,691,265
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Strobilurus,Strobilurus esculentus,365,579
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,337,655
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus cervinus,293,786
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,370,569
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis atramentaria,338,652
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pseudoclitocybaceae,Pseudoclitocybe,Pseudoclitocybe cyathiformis,291,791
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pterulaceae,Phyllotopsis,Phyllotopsis nidulans,330,672
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,390,523
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Gymnopilus,Gymnopilus penetrans,367,576
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma capnoides,356,596
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Hypholoma,Hypholoma fasciculare,316,714
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Kuehneromyces,Kuehneromyces mutabilis,560,337
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Pholiota,Pholiota squarrosa,360,587
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,Stropharia hornemannii,235,1028
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Clitocybe,Clitocybe nebularis,352,604
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Lepista,Lepista nuda,275,847
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma fulvum,230,1053
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholoma,Tricholoma saponaceum,246,977
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Tricholomopsis,Tricholomopsis rutilans,294,784
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tubariaceae,Tubaria,Tubaria furfuracea,313,722
