record_id,image_url,image_id,taxon_full_name,kingdom,phylum,class,order,family,genus,taxon_id_at_source
2408044683,https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/227734.jpg,2408044683_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408329093,https://www.artsobservasjoner.no/MediaLibrary/2017/2/26f039b0-97ef-45cf-9e0e-ed1b96431164_image.jpg,2408329093_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409309813,https://www.artsobservasjoner.no/MediaLibrary/2015/6/eb75988d-60c6-4f1d-91c3-f0696fb884b7_image.jpg,2409309813_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409309813,https://www.artsobservasjoner.no/MediaLibrary/2015/6/dabc10eb-2df1-402f-a512-004c4503cc1e_image.jpg,2409309813_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409656168,https://www.artsobservasjoner.no/MediaLibrary/2015/10/ac120e0f-40d1-4ff6-bc3b-4e38c632fce8_image.jpg,2409656168_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2410046368,https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/478937.jpg,2410046368_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2410917398,https://www.artsobservasjoner.no/MediaLibrary/2017/6/782e5b14-7cb8-4195-8c53-1a6d9a0b6328_image.jpg,2410917398_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2410917398,https://www.artsobservasjoner.no/MediaLibrary/2017/6/756c633d-8736-4919-af43-0017c6fca0d2_image.jpg,2410917398_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2410917398,https://www.artsobservasjoner.no/MediaLibrary/2017/6/9de3ecf7-77c8-4e86-a080-db2db700f9d2_image.jpg,2410917398_2,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2412120828,https://www.artsobservasjoner.no/MediaLibrary/2015/11/f9b89f40-dcd1-43e0-9d44-c1112f75774b_image.jpg,2412120828_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2423313098,https://www.artsobservasjoner.no/MediaLibrary/2019/9/888a7ac5-5b1d-403d-9df6-4d148f9b4127_image.jpg,2423313098_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2427234123,https://www.artsobservasjoner.no/MediaLibrary/2019/10/349e54b5-b6a6-4a45-92d1-5c411357af7a_image.jpg,2427234123_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2468014133,https://www.artsobservasjoner.no/MediaLibrary/2019/11/1185c357-0968-43d6-b454-dc9fd3db5a3d_image.jpg,2468014133_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2468065648,https://www.artsobservasjoner.no/MediaLibrary/2019/10/8c7ac090-cfc5-4d60-bbaa-108cf46e9f43_image.jpg,2468065648_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2556607103,https://www.artsobservasjoner.no/MediaLibrary/2020/1/7c524201-e154-477f-9252-fb70389b9ade_image.jpg,2556607103_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2556607103,https://www.artsobservasjoner.no/MediaLibrary/2020/1/14a2e613-2c3a-4bb3-97fe-22b2e53cfc92_image.jpg,2556607103_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2563400633,https://www.artsobservasjoner.no/MediaLibrary/2020/1/ac8b50d1-c096-406c-9e74-8d6dcbb2ba21_image.jpg,2563400633_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2631840393,https://www.artsobservasjoner.no/MediaLibrary/2020/6/3299767a-1495-4ac6-825f-26034149ca85_image.jpg,2631840393_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2815378243,https://www.artsobservasjoner.no/MediaLibrary/2020/6/6c79e23d-b098-47d6-9ac4-c1603c549063_image.jpg,2815378243_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2873042333,https://www.artsobservasjoner.no/MediaLibrary/2020/10/520524da-1c80-4cf5-9170-9c284802e044_image.jpg,2873042333_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2873042333,https://www.artsobservasjoner.no/MediaLibrary/2020/10/f3cc1005-382e-4018-ba28-a6a1d60b7938_image.jpg,2873042333_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2901237478,https://www.artsobservasjoner.no/MediaLibrary/2020/10/6937d175-d92c-4347-9471-8f541945166d_image.jpg,2901237478_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2991810368,https://www.artsobservasjoner.no/MediaLibrary/2020/12/77e1f670-859e-4b94-be80-0d70366060b4_image.jpg,2991810368_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2991810368,https://www.artsobservasjoner.no/MediaLibrary/2020/12/ffced82e-ff2e-443f-9d63-aa18bf0f4148_image.jpg,2991810368_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2991871483,https://www.artsobservasjoner.no/MediaLibrary/2020/12/b07c1c7e-28b5-4473-bf43-d9bbf92f617e_image.jpg,2991871483_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3004893313,https://www.artsobservasjoner.no/MediaLibrary/2020/12/e55cecf3-eb50-4b45-acdd-17f476a0951f_image.jpg,3004893313_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3008081313,https://www.artsobservasjoner.no/MediaLibrary/2020/12/17e79cdd-ca4b-4aef-ac8b-380b35c38f62_image.jpg,3008081313_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3008081313,https://www.artsobservasjoner.no/MediaLibrary/2020/12/7cd7b6e3-641c-45fa-8d4c-04d97c56511f_image.jpg,3008081313_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3008143338,https://www.artsobservasjoner.no/MediaLibrary/2020/12/7a7e9162-cf55-4b89-92d9-5ca79f19f1d8_image.jpg,3008143338_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3008143338,https://www.artsobservasjoner.no/MediaLibrary/2020/12/cb54c253-6037-4da7-9460-860c59cfa5be_image.jpg,3008143338_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3008143338,https://www.artsobservasjoner.no/MediaLibrary/2020/12/a1533f16-8e49-4e99-94b1-86a13dc27617_image.jpg,3008143338_2,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3037104308,https://www.artsobservasjoner.no/MediaLibrary/2021/2/67a18c05-3486-451e-85be-265602dc6ceb_image.jpg,3037104308_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3329810383,https://www.artsobservasjoner.no/MediaLibrary/2021/7/33a7aaea-3dea-4ba5-a2ee-f9226c5d8d7f_image.jpg,3329810383_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3386592538,https://www.artsobservasjoner.no/MediaLibrary/2021/10/7c259e05-a387-4d5b-8482-a8dbf64ea6b7_image.jpg,3386592538_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3414638303,https://www.artsobservasjoner.no/MediaLibrary/2021/11/a5892c95-bdc2-45fe-9d7d-a209a92550d9_image.jpg,3414638303_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3780723638,https://www.artsobservasjoner.no/MediaLibrary/2022/5/edaabe4d-ae1f-4de2-ac09-293ce2461ccd_image.jpg,3780723638_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1823032316,https://www.artsobservasjoner.no/MediaLibrary/2017/12/50c4bd0e-0336-497f-88a3-e12f64f16b8a_image.jpg,1823032316_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1823032316,https://www.artsobservasjoner.no/MediaLibrary/2017/12/203a69e3-ff33-49e7-8331-78c347f9dfea_image.jpg,1823032316_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1823749826,https://www.artsobservasjoner.no/MediaLibrary/2017/11/db6c95bf-2990-4576-a789-22f62ece9fd1_image.jpg,1823749826_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1824984286,https://www.artsobservasjoner.no/MediaLibrary/2017/11/83b04c92-a494-4b25-9e08-cf27ba06eba4_image.jpg,1824984286_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1844158026,https://www.artsobservasjoner.no/MediaLibrary/2018/4/77d61331-5bfc-45bf-9471-8c7bfdb537f6_image.jpg,1844158026_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1933312731,https://www.artsobservasjoner.no/MediaLibrary/2018/10/33053a27-160e-4e53-ac09-cba176b62e5f_image.jpg,1933312731_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2027416516,https://www.artsobservasjoner.no/MediaLibrary/2019/2/94febc8e-0596-4faf-bfcb-0d6088d44aaf_image.jpg,2027416516_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2398785829,https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/491354.jpg,2398785829_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2399125884,https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/77210.jpg,2399125884_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2400887749,https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/501951.jpg,2400887749_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2403381759,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/457294.jpg,2403381759_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2404170554,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/465879.jpg,2404170554_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2404963804,https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/267335.jpg,2404963804_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2405907904,https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/291731.jpg,2405907904_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2406120519,https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/294604.jpg,2406120519_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408050839,https://www.artsobservasjoner.no/MediaLibrary/birds/2015/large/501953.jpg,2408050839_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408281399,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/389086.jpg,2408281399_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408281399,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/389084.jpg,2408281399_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408281399,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/389087.jpg,2408281399_2,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408281399,https://www.artsobservasjoner.no/MediaLibrary/birds/2014/large/389085.jpg,2408281399_3,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408643154,https://www.artsobservasjoner.no/MediaLibrary/2015/12/a351ac52-dc04-4808-bb5a-afbff3907180_image.jpg,2408643154_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408717704,https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/129887.jpg,2408717704_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409232484,https://www.artsobservasjoner.no/MediaLibrary/2015/10/ee68bd56-1e7e-4367-8acd-7e6db0cbe5c8_image.jpg,2409232484_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409953084,https://www.artsobservasjoner.no/MediaLibrary/2015/11/19a12c8c-b8bc-4fca-8e9e-632e6872ac6a_image.jpg,2409953084_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2421658589,https://www.artsobservasjoner.no/MediaLibrary/2019/9/3c2cad46-7a7e-483d-b638-2a512314194b_image.jpg,2421658589_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2468039364,https://www.artsobservasjoner.no/MediaLibrary/2019/11/adf9826f-0cf3-4d9f-8e30-9e3d1135aa51_image.jpg,2468039364_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2540495029,https://www.artsobservasjoner.no/MediaLibrary/2019/12/48b059cc-0cb1-4820-b566-ca76fa895c68_image.jpg,2540495029_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2544308824,https://www.artsobservasjoner.no/MediaLibrary/2020/1/8648001f-f837-4c2f-a1a6-1b8fe2734e1f_image.jpg,2544308824_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2627688829,https://www.artsobservasjoner.no/MediaLibrary/2020/3/3633cd8c-519e-4820-b96b-b357a073b577_image.jpg,2627688829_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2627688829,https://www.artsobservasjoner.no/MediaLibrary/2020/3/f318096a-5aef-42eb-bdc7-d849445d338e_image.jpg,2627688829_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2631808529,https://www.artsobservasjoner.no/MediaLibrary/2020/6/b15d137f-d51d-41e4-b194-f8868be4c403_image.jpg,2631808529_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2867081329,https://www.artsobservasjoner.no/MediaLibrary/2020/9/f070595c-6281-43c1-9bb8-513ce4eacd79_image.jpg,2867081329_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2901332389,https://www.artsobservasjoner.no/MediaLibrary/2020/10/ea7057b1-49e5-4ceb-92da-811582d0a4cd_image.jpg,2901332389_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2901332389,https://www.artsobservasjoner.no/MediaLibrary/2020/10/2c5b72e6-788a-40d0-9cc0-01234287bd30_image.jpg,2901332389_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3013680469,https://www.artsobservasjoner.no/MediaLibrary/2020/12/10687e88-7362-4af4-9278-36868fa36a4d_image.jpg,3013680469_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3309988454,https://www.artsobservasjoner.no/MediaLibrary/2021/6/8db434b6-d7d5-460c-a2a4-9624060db2e2_image.jpg,3309988454_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3320303384,https://www.artsobservasjoner.no/MediaLibrary/2021/7/ca2994d1-5943-49f9-95f7-53a0679deeb5_image.jpg,3320303384_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3380802439,https://www.artsobservasjoner.no/MediaLibrary/2021/9/4385ee82-a4da-4a67-a2df-f0e93bdf450e_image.jpg,3380802439_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3380802439,https://www.artsobservasjoner.no/MediaLibrary/2021/9/c9e0107b-0055-402f-9fa7-ddb121573766_image.jpg,3380802439_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3382413399,https://www.artsobservasjoner.no/MediaLibrary/2021/10/08a3085c-b7f8-4f0e-a3d7-0e91f8bf397e_image.jpg,3382413399_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3382512484,https://www.artsobservasjoner.no/MediaLibrary/2021/10/38edba0b-e80e-488a-a57a-6750e22019b1_image.jpg,3382512484_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3396817454,https://www.artsobservasjoner.no/MediaLibrary/2021/10/9882bb71-4673-4203-803a-4347a3061b8c_image.jpg,3396817454_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3414700374,https://www.artsobservasjoner.no/MediaLibrary/2021/12/00424f0f-0452-401f-8bd0-6a68979b3262_image.jpg,3414700374_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3414700374,https://www.artsobservasjoner.no/MediaLibrary/2021/12/14a7347c-b909-4f6c-b845-a0d9edcef42c_image.jpg,3414700374_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3422151349,https://www.artsobservasjoner.no/MediaLibrary/2021/12/b453faf6-3770-4e19-9850-0dd1f970d96b_image.jpg,3422151349_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3422151349,https://www.artsobservasjoner.no/MediaLibrary/2021/12/f479b52c-01bf-4f39-8fc2-d92153f249b7_image.jpg,3422151349_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3460082424,https://www.artsobservasjoner.no/MediaLibrary/2022/1/5432b3bd-6cac-49b0-b966-2ca9f9a0f87e_image.jpg,3460082424_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3460082424,https://www.artsobservasjoner.no/MediaLibrary/2022/1/23877e4e-1682-4a3a-9ff2-bd687700906b_image.jpg,3460082424_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3460082424,https://www.artsobservasjoner.no/MediaLibrary/2022/1/8fe3a43a-f625-4b81-ad4f-70005ca778e6_image.jpg,3460082424_2,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3462899454,https://www.artsobservasjoner.no/MediaLibrary/2022/2/89338100-37d3-4b1d-8639-5fbc64e81238_image.jpg,3462899454_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3462899454,https://www.artsobservasjoner.no/MediaLibrary/2022/2/2d5c2880-ef7c-487d-8a96-e5f5437e4460_image.jpg,3462899454_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3462943319,https://www.artsobservasjoner.no/MediaLibrary/2022/2/e3bbe9db-eefe-4915-8839-a73eaf698cff_image.jpg,3462943319_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3500500324,https://www.artsobservasjoner.no/MediaLibrary/2022/2/cb610ec5-e354-4665-a9e4-be2195eb88e4_image.jpg,3500500324_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
3704155354,https://www.artsobservasjoner.no/MediaLibrary/2022/3/7ef8f724-d7c9-40a5-934e-5f14b6194c12_image.jpg,3704155354_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1824317957,https://www.artsobservasjoner.no/MediaLibrary/2017/12/47cc69d0-ee52-4a93-82a8-c5715175ea29_image.jpg,1824317957_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1824697772,https://www.artsobservasjoner.no/MediaLibrary/2018/1/f32e2c1d-6561-4e47-8a83-c5f9513363f8_image.jpg,1824697772_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
1946461597,https://www.artsobservasjoner.no/MediaLibrary/2018/11/0c19a273-e976-4102-aff0-9d60b12c186d_image.jpg,1946461597_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2390072530,https://www.artsobservasjoner.no/MediaLibrary/2019/9/0f275a85-4487-4f0c-b998-414706b1a317_image.jpg,2390072530_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2398039045,https://www.artsobservasjoner.no/MediaLibrary/2016/9/0f21b199-c657-499b-bcaf-9c6682da56a9_image.jpg,2398039045_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2399421840,https://www.artsobservasjoner.no/MediaLibrary/2016/10/8585219b-b48a-4688-95b9-43be50cde587_image.jpg,2399421840_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2399825135,https://www.artsobservasjoner.no/MediaLibrary/2015/12/fd7f032f-025f-4472-b67c-0811a50f3656_image.jpg,2399825135_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2403850080,https://www.artsobservasjoner.no/MediaLibrary/2015/10/6084ecf2-8391-4520-999e-f7cf6ed4ec3e_image.jpg,2403850080_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2404355535,https://www.artsobservasjoner.no/MediaLibrary/2015/11/c9eb6e32-c34b-4c80-8828-8cf0896fb398_image.jpg,2404355535_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2404367100,https://www.artsobservasjoner.no/MediaLibrary/birds/2011/large/229212.jpg,2404367100_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2406758330,https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/239495.jpg,2406758330_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2408560775,https://www.artsobservasjoner.no/MediaLibrary/2017/6/647bb9ec-0b1c-4339-a75a-69a8b83f3aac_image.jpg,2408560775_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409028560,https://www.artsobservasjoner.no/MediaLibrary/2017/6/89219025-c052-4849-9e4f-4ba38640c695_image.jpg,2409028560_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409165850,https://www.artsobservasjoner.no/MediaLibrary/2015/11/4509eefa-3c01-45ad-9bb9-cfb8a775e193_image.jpg,2409165850_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2409165850,https://www.artsobservasjoner.no/MediaLibrary/2015/11/a76dd2ef-b5cc-4a4b-9e2b-1b7dc6fe6bf4_image.jpg,2409165850_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2410335900,https://www.artsobservasjoner.no/MediaLibrary/2015/5/e08e7c57-c235-43d0-b8be-928ac1b564c4_image.jpg,2410335900_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2411301885,https://www.artsobservasjoner.no/MediaLibrary/birds/2012/large/304039.jpg,2411301885_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2411606015,https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/118029.jpg,2411606015_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2411606015,https://www.artsobservasjoner.no/MediaLibrary/birds/2010/large/118030.jpg,2411606015_1,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2411727535,https://www.artsobservasjoner.no/MediaLibrary/birds/2009/large/76486.jpg,2411727535_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2467841600,https://www.artsobservasjoner.no/MediaLibrary/2019/11/b03d0a71-1fe7-4e34-b047-a4f10fb730ef_image.jpg,2467841600_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2544211790,https://www.artsobservasjoner.no/MediaLibrary/2020/1/1f9c4a70-0663-4dba-8cb8-974c95c04d6a_image.jpg,2544211790_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2569543170,https://www.artsobservasjoner.no/MediaLibrary/2020/2/f71d133f-116f-4e8f-a3e9-f663802ddf7b_image.jpg,2569543170_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2578983770,https://www.artsobservasjoner.no/MediaLibrary/2020/3/8a54d898-b8d5-4e27-b220-9f6b77e4ee85_image.jpg,2578983770_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
2627283680,https://www.artsobservasjoner.no/MediaLibrary/2020/4/a4c5f6da-6f5b-402f-a95b-0914a7c03c83_image.jpg,2627283680_0,Alca torda,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,249
