kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,Peribatodes secundaria,265,885
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma,Perizoma alchemillata,394,514
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Petrophora,Petrophora chlorosata,310,729
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,Phigalia pilosaria,350,610
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plagodis,Plagodis pulveraria,347,617
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plemyria,Plemyria rubiginata,334,664
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scotopteryx,Scotopteryx chenopodiata,605,302
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,Selenia dentaria,307,739
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera cognata,355,597
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera juniperata,475,411
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera obeliscata,481,405
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Trichopteryx,Trichopteryx carpinata,489,390
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Venusia,Venusia cambrica,254,938
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe designata,429,459
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe fluctuata,596,308
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe montanata,808,214
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe quadrifasiata,251,953
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe spadicearia,389,525
Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Korscheltellus,Korscheltellus fusconebulosa,546,349
Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Phymatopus,Phymatopus hecta,233,1041
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,375,556
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis tages,252,950
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,Ochlodes sylvanus,689,266
Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,256,929
Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Macrothylacia,Macrothylacia rubi,501,381
Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Poecilocampa,Poecilocampa populi,417,478
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Agriades,Agriades optilete,314,719
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys rubi,825,207
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,Celastrina argiolus,595,309
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cyaniris,Cyaniris semiargus,377,551
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena hippothoe,325,689
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena phlaeas,833,205
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena virgaureae,703,262
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,Plebejus idas,586,317
Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,Polyommatus icarus,1107,150
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Abrostola,Abrostola tripartita,323,694
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta rumicis,406,492
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis exclamationis,521,368
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Allophyes,Allophyes oxyacanthae,446,438
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra pyramidea,396,507
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra tragopoginis,224,1075
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anaplectoides,Anaplectoides prasina,281,831
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anchoscelis,Anchoscelis helvola,354,602
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Antitype,Antitype chi,252,951
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea crenata,514,374
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea illyria,248,970
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea lateritia,326,687
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea monoglypha,579,324
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa gamma,1173,140
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa pulchrina,521,369
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brachionycha,Brachionycha nubeculosa,317,704
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brachylomia,Brachylomia viminalis,418,474
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina clavipalpis,344,626
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina morpheus,264,890
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ceramica,Ceramica pisi,377,553
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerapteryx,Cerapteryx graminis,1296,119
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerastis,Cerastis rubricosa,492,389
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Charanyca,Charanyca ferruginea,456,426
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chersotis,Chersotis cuprea,314,720
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cirrhia,Cirrhia icteritia,284,817
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra vaccinii,792,220
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia trapezina,404,496
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Crypsedra,Crypsedra gemmea,364,581
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dasypolia,Dasypolia templi,252,948
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Deltote,Deltote pygarga,225,1065
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Denticucullus,Denticucullus pygmina,250,956
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diachrysia,Diachrysia chrysitis,417,477
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia brunnea,308,733
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia mendica,342,634
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia rubi,351,607
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Enargia,Enargia paleacea,263,905
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma glareosa,239,1010
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,Euplexia lucipara,264,894
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,Eupsilia transversa,484,401
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eurois,Eurois occulta,335,660
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Graphiphora,Graphiphora augur,276,842
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hada,Hada plebeja,274,853
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hoplodrina,Hoplodrina octogenaria,295,777
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia micacea,867,193
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia oleracea,372,561
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia suasa,295,778
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia thalassina,534,359
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leptoligia,Leptoligia macilenta,255,931
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane consocia,266,880
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane socia,306,743
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lycophotia,Lycophotia porphyrea,341,640
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mniotype,Mniotype adusta,247,973
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mniotype,Mniotype satura,277,839
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna conigera,281,830
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna ferrago,313,723
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna impura,411,484
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua comes,338,649
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua janthe,338,651
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua pronuba,1125,148
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,Ochropleura plecta,335,659
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,Oligia strigilis,236,1022
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia cerasi,550,343
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia gothica,1247,127
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia incerta,617,297
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia populeti,274,850
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Panolis,Panolis flammea,379,549
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phlogophora,Phlogophora meticulosa,555,340
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Polia,Polia bombycina,321,697
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Polia,Polia nebulosa,232,1042
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis,Sideridis reticulata,234,1032
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis,Sideridis rivularis,330,675
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sunira,Sunira circellaris,278,837
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Syngrapha,Syngrapha interrogationis,466,420
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xanthia,Xanthia togata,584,319
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia baja,763,234
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia c-nigrum,342,633
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia sexstrigata,238,1014
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia triangulum,301,761
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia xanthographa,432,452
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylena,Xylena solidaginis,255,935
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylena,Xylena vetusta,347,618
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylocampa,Xylocampa areola,263,900
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Cerura,Cerura vinula,248,967
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Clostera curtula,227,1058
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta dromedarius,302,758
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta ziczac,340,641
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Phalera,Phalera bucephala,274,849
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pheosia,Pheosia gnoma,455,428
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pheosia,Pheosia tremula,283,820
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pterostoma,Pterostoma palpina,320,699
Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Ptilodon,Ptilodon capucina,429,457
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,Aglais io,912,180
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,Aglais urticae,1743,68
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,Aphantopus hyperantus,520,370
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,Argynnis paphia,709,258
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria aquilonaris,463,422
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria euphrosyne,433,451
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria selene,672,270
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,Brenthis ino,285,813
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,Coenonympha pamphilus,581,320
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia ligea,953,171
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,Fabriciana adippe,270,864
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,Hipparchia semele,326,686
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Issoria,Issoria lathonia,547,347
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata maera,457,425
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata megera,355,600
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata petropolitana,348,615
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis populi,253,944
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina,468,419
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea athalia,341,638
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis antiopa,454,430
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,431,453
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia c-album,974,168
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,Speyeria aglaja,850,196
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa atalanta,1500,91
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Vanessa,Vanessa cardui,1097,152
Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Hofmannophila,Hofmannophila pseudospretella,282,827
Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio,Papilio machaon,493,387
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Anthocharis,Anthocharis cardamines,550,344
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Colias,Colias palaeno,298,772
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Gonepteryx,Gonepteryx rhamni,825,208
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris brassicae,338,650
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris napi,1214,134
Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris rapae,344,627
