,kingdom,phylum,class,order,family,genus,taxon_full_name,count,taxon_id_at_source
744,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Biston,Biston strataria,306,744
1068,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Bupalus,Bupalus piniaria,225,1068
460,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cabera,Cabera exanthemata,427,460
346,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cabera,Cabera pusaria,547,346
557,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Campaea,Campaea margaritaria,374,557
323,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Camptogramma,Camptogramma bilineata,579,323
307,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chiasmia,Chiasmia clathrata,599,307
281,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta miata,650,281
232,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Chloroclysta,Chloroclysta siterata,764,232
925,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,Cleora cinctaria,257,925
854,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Colostygia,Colostygia pectinataria,274,854
574,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Colotois,Colotois pennaria,369,574
538,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cosmorhoe,Cosmorhoe ocellata,384,538
365,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Crocallis,Crocallis elinguaria,526,365
206,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Dysstroma,Dysstroma citrata,829,206
806,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Dysstroma,Dysstroma latefasciata,287,806
342,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Dysstroma,Dysstroma truncata,551,342
469,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ecliptopera,Ecliptopera silaceata,421,469
470,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ectropis,Ectropis crepuscularia,420,470
243,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ematurga,Ematurga atomaria,740,243
1060,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos alniaria,227,1060
467,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Entephria,Entephria caesiata,422,467
1096,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epione,Epione repandaria,220,1096
568,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrhoe,Epirrhoe alternata,370,568
570,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epirrita,Epirrita autumnata,370,570
322,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Erannis,Erannis defoliaria,579,322
184,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis populata,898,184
363,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis prunata,528,363
410,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis testata,476,410
1018,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia centaureata,237,1018
645,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia icterata,339,645
1087,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pulchellata,221,1087
221,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia pusillata,790,221
1088,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia satyrata,221,1088
978,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia succenturiata,246,978
960,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia tantillaria,249,960
858,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia,Eupithecia vulgata,272,858
416,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Geometra,Geometra papilionaria,472,416
483,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Gymnoscelis,Gymnoscelis rufifasciata,412,483
245,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hydriomena,Hydriomena furcata,737,245
707,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Hylaea,Hylaea fasciaria,317,707
223,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea aversata,785,223
421,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea biselata,464,421
884,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Idaea,Idaea dimidiata,265,884
783,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Jodis,Jodis putata,294,783
1004,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lobophora,Lobophora halterata,240,1004
283,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lomaspilis,Lomaspilis marginata,648,283
473,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Lycia,Lycia hirtaria,419,473
547,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria brunneata,380,547
709,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria liturata,317,709
563,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria wauaria,372,563
642,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Martania,Martania taeniata,340,642
312,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Mesotype,Mesotype didymata,590,312
1035,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Odezia,Odezia atrata,233,1035
311,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Odontopera,Odontopera bidentata,590,311
350,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,Operophtera brumata,546,350
939,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Operophtera,Operophtera fagata,254,939
433,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Opisthograptis,Opisthograptis luteolata,452,433
985,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ourapteryx,Ourapteryx sambucaria,244,985
1084,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pasiphila,Pasiphila rectangulata,222,1084
461,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pennithera,Pennithera firmata,426,461
909,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,Peribatodes rhomboidaria,261,909
885,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,Peribatodes secundaria,265,885
514,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma,Perizoma alchemillata,394,514
729,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Petrophora,Petrophora chlorosata,310,729
610,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Phigalia,Phigalia pilosaria,350,610
617,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plagodis,Plagodis pulveraria,347,617
664,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Plemyria,Plemyria rubiginata,334,664
302,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Scotopteryx,Scotopteryx chenopodiata,605,302
739,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Selenia,Selenia dentaria,307,739
597,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera cognata,355,597
411,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera juniperata,475,411
405,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,Thera obeliscata,481,405
390,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Trichopteryx,Trichopteryx carpinata,489,390
938,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Venusia,Venusia cambrica,254,938
459,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe designata,429,459
308,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe fluctuata,596,308
214,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe montanata,808,214
953,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe quadrifasiata,251,953
525,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Xanthorhoe,Xanthorhoe spadicearia,389,525
349,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Korscheltellus,Korscheltellus fusconebulosa,546,349
1041,Animalia,Arthropoda,Insecta,Lepidoptera,Hepialidae,Phymatopus,Phymatopus hecta,233,1041
556,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,375,556
950,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Erynnis,Erynnis tages,252,950
266,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Ochlodes,Ochlodes sylvanus,689,266
929,Animalia,Arthropoda,Insecta,Lepidoptera,Hesperiidae,Pyrgus,Pyrgus malvae,256,929
381,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Macrothylacia,Macrothylacia rubi,501,381
478,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Poecilocampa,Poecilocampa populi,417,478
719,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Agriades,Agriades optilete,314,719
207,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys rubi,825,207
309,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Celastrina,Celastrina argiolus,595,309
551,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Cyaniris,Cyaniris semiargus,377,551
689,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena hippothoe,325,689
205,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena phlaeas,833,205
262,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Lycaena,Lycaena virgaureae,703,262
317,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Plebejus,Plebejus idas,586,317
150,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,Polyommatus icarus,1107,150
694,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Abrostola,Abrostola tripartita,323,694
492,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,Acronicta rumicis,406,492
368,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis exclamationis,521,368
438,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Allophyes,Allophyes oxyacanthae,446,438
507,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra pyramidea,396,507
1075,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Amphipyra,Amphipyra tragopoginis,224,1075
831,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anaplectoides,Anaplectoides prasina,281,831
602,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Anchoscelis,Anchoscelis helvola,354,602
951,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Antitype,Antitype chi,252,951
374,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea crenata,514,374
970,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea illyria,248,970
687,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea lateritia,326,687
324,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Apamea,Apamea monoglypha,579,324
140,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa gamma,1173,140
369,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Autographa,Autographa pulchrina,521,369
704,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brachionycha,Brachionycha nubeculosa,317,704
474,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Brachylomia,Brachylomia viminalis,418,474
626,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina clavipalpis,344,626
890,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Caradrina,Caradrina morpheus,264,890
553,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ceramica,Ceramica pisi,377,553
119,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerapteryx,Cerapteryx graminis,1296,119
389,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cerastis,Cerastis rubricosa,492,389
426,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Charanyca,Charanyca ferruginea,456,426
720,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Chersotis,Chersotis cuprea,314,720
817,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cirrhia,Cirrhia icteritia,284,817
220,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Conistra,Conistra vaccinii,792,220
496,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Cosmia,Cosmia trapezina,404,496
581,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Crypsedra,Crypsedra gemmea,364,581
948,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Dasypolia,Dasypolia templi,252,948
1065,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Deltote,Deltote pygarga,225,1065
956,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Denticucullus,Denticucullus pygmina,250,956
477,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diachrysia,Diachrysia chrysitis,417,477
733,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia brunnea,308,733
634,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia mendica,342,634
607,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Diarsia,Diarsia rubi,351,607
905,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Enargia,Enargia paleacea,263,905
1010,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eugnorisma,Eugnorisma glareosa,239,1010
894,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euplexia,Euplexia lucipara,264,894
401,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,Eupsilia transversa,484,401
660,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eurois,Eurois occulta,335,660
842,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Graphiphora,Graphiphora augur,276,842
853,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hada,Hada plebeja,274,853
777,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hoplodrina,Hoplodrina octogenaria,295,777
193,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Hydraecia,Hydraecia micacea,867,193
561,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia oleracea,372,561
778,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia suasa,295,778
359,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacanobia,Lacanobia thalassina,534,359
931,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leptoligia,Leptoligia macilenta,255,931
880,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane consocia,266,880
743,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lithophane,Lithophane socia,306,743
640,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lycophotia,Lycophotia porphyrea,341,640
973,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mniotype,Mniotype adusta,247,973
839,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mniotype,Mniotype satura,277,839
830,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna conigera,281,830
723,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna ferrago,313,723
484,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna impura,411,484
649,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua comes,338,649
651,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua janthe,338,651
148,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Noctua,Noctua pronuba,1125,148
659,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ochropleura,Ochropleura plecta,335,659
1022,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,Oligia strigilis,236,1022
343,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia cerasi,550,343
127,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia gothica,1247,127
297,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia incerta,617,297
850,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Orthosia,Orthosia populeti,274,850
549,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Panolis,Panolis flammea,379,549
340,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Phlogophora,Phlogophora meticulosa,555,340
697,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Polia,Polia bombycina,321,697
1042,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Polia,Polia nebulosa,232,1042
1032,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis,Sideridis reticulata,234,1032
675,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis,Sideridis rivularis,330,675
837,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sunira,Sunira circellaris,278,837
420,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Syngrapha,Syngrapha interrogationis,466,420
319,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xanthia,Xanthia togata,584,319
234,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia baja,763,234
633,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia c-nigrum,342,633
1014,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia sexstrigata,238,1014
761,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia triangulum,301,761
452,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xestia,Xestia xanthographa,432,452
935,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylena,Xylena solidaginis,255,935
618,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylena,Xylena vetusta,347,618
900,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Xylocampa,Xylocampa areola,263,900
967,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Cerura,Cerura vinula,248,967
1058,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Clostera,Clostera curtula,227,1058
758,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta dromedarius,302,758
641,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Notodonta,Notodonta ziczac,340,641
849,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Phalera,Phalera bucephala,274,849
428,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pheosia,Pheosia gnoma,455,428
820,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pheosia,Pheosia tremula,283,820
699,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pterostoma,Pterostoma palpina,320,699
457,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Ptilodon,Ptilodon capucina,429,457
180,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,Aglais io,912,180
68,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aglais,Aglais urticae,1743,68
370,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Aphantopus,Aphantopus hyperantus,520,370
258,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,Argynnis paphia,709,258
422,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria aquilonaris,463,422
451,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria euphrosyne,433,451
270,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Boloria,Boloria selene,672,270
813,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Brenthis,Brenthis ino,285,813
320,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Coenonympha,Coenonympha pamphilus,581,320
171,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Erebia,Erebia ligea,953,171
864,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Fabriciana,Fabriciana adippe,270,864
686,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hipparchia,Hipparchia semele,326,686
347,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Issoria,Issoria lathonia,547,347
425,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata maera,457,425
600,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata megera,355,600
615,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lasiommata,Lasiommata petropolitana,348,615
944,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Limenitis,Limenitis populi,253,944
419,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Maniola,Maniola jurtina,468,419
638,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Melitaea,Melitaea athalia,341,638
430,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalis,Nymphalis antiopa,454,430
453,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Pararge,Pararge aegeria,431,453
168,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia c-album,974,168
196,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Speyeria,Speyeria aglaja,850,196
